audio_file	sentence
caf_08001_00606763547	El Parc Nacional d'Iguaçú es troba al mig de la selva
caf_07245_00324032919	La revista de Maria Campos ha tingut més èxit que el seu programa
caf_02452_01464117571	Marilyn Monroe havia de ser llesta perquè Arthur Miller s'hi fixés
caf_07245_01802279815	El fill de Will Smith és un extravagant
caf_03944_01216660342	La primavera la sang altera
caf_06311_01600813914	El telèfon alemany de la Maria és el zero zero quaranta-nou trenta dos-cents vuit vuitanta-sis quatre-cents trenta
caf_04247_00083243459	L'Èric és un amic del Jordi que fa molta gràcia perquè sempre riu
caf_06042_01938757270	Aleix Vidal és el substitut de Dani Alves
caf_05739_01754125842	L'Adrià sap parlar un idioma minoritari de les Filipines
caf_06042_00311012646	Que trobaré cap restaurant a prop de Torrefeta i Florejacs
caf_06311_01860772489	Els meus primers esquís tenien fixacions Martí
caf_03655_01190705787	Si aneu al Japó us proposo visitar la ciutat d'Asahikawa
caf_09204_01368497303	La meva amiga va anar al concert de Muse amb el seu home i van flipar
caf_09204_01391049310	Al Pacino en realitat es diu Alfredo
caf_09901_00650485186	Quan obren a Mercadona
caf_09796_01861583462	El 2008 vaig fer divuit anys
caf_03655_01575249942	El gentilici d'Avià és avianès o avianesa
caf_05450_01298664761	Els ciclistes són feliços quan arriben suats i assedegats a Aiguafreda
caf_09204_01662409218	Marià Fortuny és un personatge d'una sèrie de televisió molt famosa
caf_09598_01857553949	Va passar exactament a les tres i vint-i-set minuts i les autoritats n'estaven ben informades
caf_08001_01613619506	A Ankara hi ha hagut un intent de cop d'estat
caf_05450_00285787014	El CEIP Segimon Comas és el centre d'educació primària de Sant Quirze de Besora
caf_09796_01416223187	Hi ha concert a la Sala Apolo de Madrid
caf_05739_01224369404	Vam confiar els tràmits de l'herència de l'avi als de Cuatrecasas Gonçalves Pereira i ho van fer bé
caf_09598_00958387385	L'Alt Camp compta amb les colles castelleres amb més tradició
caf_08106_01775565016	Toni Bou ha estat un dels molts catalans exitosos en les competicions de trial
caf_06008_00870586058	A Bèlgica hi fan formatge i xocolata com a Suïssa
caf_06942_00850690849	Katy Perry es va fer famosa quan va cantar que havia fet un petó a una noia i li havia agradat
caf_09901_01969629690	El fa patir veure Joan Quintana i Paredes fent alpinisme de risc
caf_05147_01531375202	Em sembla que Feliu-Joan Guillaumes i Ráfols és nascut a Camprodon
caf_06008_01227857483	Harlequin és una de les típiques etiquetes de llibres romàntics similars als de la Corín Tellado
caf_05147_01090263245	Encara faig servir el meu correu electrònic de Yahoo
caf_06042_02101632227	Cornellà de Llobregat és una població propera a Barcelona
caf_03655_01416156217	Abans es deia que de Joans Joseps i ases n'hi ha a totes les cases
caf_09901_00006012506	Les passions d'Olesa i d'Esparreguera són les representacions de Setmana Santa més importants de Catalunya
caf_01591_00360808240	Quatre pomes té el pomer
caf_07245_01980427763	Molins de Rei ha sabut mantenir viva la Fira de la Candelera des de fa més de 150 anys
caf_03655_00017438290	Un dels fondistes espanyols que va participar en la marató dels Jocs de Pequín va ser José Ríos Ortega
caf_07245_00085493517	Xavier Rubert de Ventós és filòsof i ha donat suport al PSC i a Convergència
caf_08001_01258693761	Cada dia al matí em raspallo les dents amb pasta Elmex
caf_05450_01205160575	L'obra més popular d'Enric Granados es titula Goyescas
caf_06042_01955096718	Móra la Nova és un terme municipal de la comarca de Ribera d'Ebre situat a la riba esquerra del riu Ebre
caf_05147_01493496088	Daniel Rocamora és un destacat jugador de voleibol sabadellenc que juga en un equip austríac
caf_03944_01988099330	Ja fa anys que no veig la Maribel Verdú a la tele
caf_07803_01972812623	Quan érem adolescents miràvem Aplauso
caf_06311_00903801107	No hagués dit mai que era de la Selva tenia accent de Tarragona
caf_06942_00322344315	Quan anava a l'institut escoltàvem Tequila i portàvem els pantalons arrapats
caf_04247_01143603421	Ignasi Agustí va ser un dels fundadors de la històrica revista Destino
caf_06942_01910472550	Bon Jovi porta molts anys als escenaris
caf_03944_00426136487	Fa vacances a les Bahames
caf_06311_00970771419	Les illes Filipines es diuen així per un rei castellà
caf_09598_00781900705	A Centelles hi havia una casa de colònies
caf_09901_00119524398	Les cançons de Malú transmeten molt sentiment
caf_09901_02118210463	Tots els meus amics van tenir el Nokia trenta-tres deu
caf_09901_00537549912	Cada any hi ha un pelegrinatge massiu a la Meca
caf_03655_00557870848	La pobresa que es veu a Calcuta és colpidora
caf_02452_00090528905	La capital d'Honduras és Tegucigalpa
caf_01591_00081094503	El gener és el primer mes de l'any
caf_09598_00226518810	La biblioteca Jaume Fuster és molt moderna
caf_09901_00880085584	El Ball de Diables de Sant Quintí de Mediona és un dels més antics de Catalunya
caf_03944_00120459631	El meu avi és d'Ullastrell un poble petit i molt bonic
caf_04247_00589254549	Quant costa el vol més barat cap a Hollywood
caf_03655_00288857784	L'aroma d'Heno de Pravia em transporta a casa de la meva àvia
caf_09204_00880625131	Zahara Jolie-Pitt deu ser una filla de l'Angelina Jolie pel nom més que res
caf_05450_00789324963	Demà al matí m'haig de llevar a un quart de cinc per anar a l'aeroport
caf_02452_00715069195	Hugo Silva estiuejava a la Bretanya francesa
caf_09901_02010347279	Alberto Contador és un dels millors ciclistes espanyols de l'actualitat
caf_05739_01745941510	G dos mil ven roba a Hong Kong i a Singapur
caf_02452_02109660602	M'encanta com toca el piano l'Elton John
caf_09598_00452007114	A Montenegro hi ha una barreja de cultures molt interessant
caf_05450_01104950106	Juan Magán és de Badalona encara que molta gent pensi que és llatinoamericà
caf_06042_01697421407	Has provat Ràpid com un Llamp per enviar diners a l'estranger
caf_07803_01296963921	Si vols un tot terreny vés a un concessionari de Citroen
caf_09204_01049970753	Pere Guardiola és el marit de l'Elsa Pataki
caf_06942_00241025122	Robbie Williams es va fer molt famós per aquell videoclip en què es treia fins i tot la pell
caf_06311_01703846241	Qui no ha comprat mai cap producte de la coneguda marca Isdin
caf_08106_00326119519	Aquí tens els millors hotels d'Ichikawa
caf_04247_01158651917	Sí sóc soci del RACC des que me’n vaig treure el carnet encara no tenia cotxe i ja n’era soci
caf_06311_00268354650	Em dutxo cada dia amb sabons Coralina
caf_01591_01253830490	Sant Joan de Vilatorrada és dins de la comarca del Bages
caf_07245_01486947418	La Polinèsia francesa és un destí turístic de parelles casades
caf_09598_01803203742	A Sant Pere Pescador es poden practicar molts esports nàutics
caf_06942_01829624947	Nicole Kidman és una coneguda actriu australiana
caf_05147_00189843221	El 2019 hi haurà eleccions municipals a Barcelona
caf_06311_01909303336	M'han dit que Carlos Cañeque és un bon director de cinema i escriptor que hauré de seguir
caf_06311_00030643368	El museu del Molí Paperer es troba a Capellades
caf_03655_00880687717	Desconec si hi ha relació entre la ciutat de Winchester i l'escopeta del mateix nom
caf_02452_01384830835	La característica més bona de Sylvester Stallone com a actor són els seus abdominals
caf_06008_01873241623	Tuy és una agència de viatges alemanya
caf_01591_00720239186	Un dels llibretistes de sarsueles del segle dinou va ser Josep Feliu i Codina
caf_02452_00091173765	Smoke on the water del grup musical Deep Purple és una cançó molt reconeguda i apreciada
caf_05739_00275831549	El castell de Pals és un castell termenat del segle nou
caf_09598_00241862780	El poble de Calldetenes té tres equips de futbol
caf_06042_01539884849	David Bustamante és un gran aficionat del Racing de Santander
caf_05739_01552135572	L'exèrcit americà va trobar molta resistència l'any 2007
caf_06042_01013573858	Tothom té una calculadora gris de la marca Casio
caf_03655_00041476631	Eren molt bones les patates fregides del Frit Ravich
caf_09204_01305926981	No sabia que Halle Berry fos diabètica
caf_03944_00300235276	A Tossa de Mar hi ha un monument a Ava Gardner
caf_08001_00574487319	Li han donat una nova medalla a Gemma Mengual
caf_04247_01342716676	Ariadna Cabrol actriu catalana de Matadepera abans de dedicar-se al cinema va fer de model
caf_05739_00582644278	agradar gens a la Unió Europea
caf_02452_01720667255	James Morrison va néixer en un poble que es diu Rugby però no pràctica aquest esport
caf_03944_00060484691	La jaqueta costa vuitanta-set euros
caf_07803_00369353147	El seu xicot és de Derry
caf_05147_01140484236	L'Arnau és tan bo fent teatre que l'han contractat al Teatre Nacional
caf_08001_01509437738	El molí de Roda de Ter és molt antic
caf_06311_00673526740	A la tardor cauen les fulles dels arbres
caf_03655_00688843072	El grup en què cantava Dani Martín es va desfer
caf_04247_00105349672	Els pneumàtics Pirelli s'aferren a la carretera
caf_09598_01350076683	A Sant Pere de Vilamajor s'hi celebra anualment una fira medieval
caf_02452_01881390336	A Mamma Mia queda clar que Pierce Brosnan no sap cantar
caf_08106_00141488794	Qui busqui Frigorífics de l'Empordà ha de desplaçar-se fins a la ciutat de Figueres
caf_06942_01733591431	Vaig anar a veure el musical d'ABBA milions de vegades
caf_01591_00774476866	Jordi Arbonés va ser un traductor al català de literatura anglesa extraordinari un dels millors
caf_05450_00715830954	Avui dia Google és la marca més valuosa del món
caf_03655_02088273227	A Moçambic parlen portuguès
caf_05147_02122714211	El principi actiu de Parodontax fa millorar els pacients en vint-i-quatre hores
caf_04247_00639997763	Els universitaris anglesos van de festa a Salou i beuen massa alcohol
caf_09901_00294547163	Hi ha una botigueta de Càrniques Toni Josep a la vora de la sortida del metro
caf_06042_00089082088	El millor paper de fumar és l'Smoking i està fet a Barcelona
caf_05147_02122467245	Rolex és una de les marques de rellotges més conegudes del món
caf_08106_01456924608	Lloret de Mar és un clar exemple de pornografia urbanística
caf_09796_00195132745	Red Bull et dóna ales
caf_09796_00963250860	Ha menjat vuit galetes perquè tenia un buit a l'estómac
caf_07803_01391859682	És la segona vegada que et truco i no em contestes
caf_09901_01633116901	Li van regalar entrades per al circuit de València i no hi va anar quina llàstima
caf_09796_01826579200	Cent dotze és el número d'emergències
caf_05739_01616520842	Quin és l'equip actual de Pep Guardiola
caf_03944_01417011402	Sant Vicenç de Montalt comparteix amb Caldes d'Estrac una de les millors platges del Maresme
caf_03655_01535765954	El metge que em va operar era de Damasc
caf_06042_00286228258	Qui va guanyar la Lliga de Campions el 2003
caf_06311_00128256440	Els nens comencen la classe a les nou
caf_07245_01208317505	Jessica Cárdenas la nova pèl-roja de Hollywood és molt delicada en les seves actuacions
caf_08106_00459725404	La riera d'Arenys de Munt està parcialment asfaltada
caf_08001_01474867699	Per anar a aquella illa has de volar amb Pacífic Aerolínies
caf_07803_00097426179	La Yoko Ono i el John Lennon van protagonitzar una de les portades més emblemàtiques de la revista Rolling Stone
caf_09204_01323309667	Antonio Banderas és una gran estrella als Estats Units
caf_06008_01966407256	El rei i les infantes passen les vacances esquiant a Baqueira-Beret
caf_04247_00176125420	Les excursions de l'escola al Berguedà van ser organitzades per una empresa externa
caf_08001_00998320434	Què fa la gent de Lliçà de Vall a l'estiu
caf_05147_00472882721	Roses té platges magnífiques fa calfreds pensar com devia ser i com és ara
caf_05739_02080105673	Les piles Cegasa es venen en paquets de vuit
caf_05450_00366121976	Viu al quart segona de l'edifici atrotinat que hi ha davant de l'escola
caf_06311_01135692677	A les curses de Fórmula 1 sempre hi ha publicitat de Movistar
caf_03944_00013091290	Les restes romàniques del castell del Papiol són impressionants
caf_05147_00850530800	El Petit Trianon està molt a prop del Palau de Versalles
caf_03944_01348676464	A Vilafranca del Penedès hi ha la plaça més castellera
caf_07245_01224235474	Quants Oscars ha guanyat Tom Hanks
caf_09796_01185218124	Carles Puyol és el millor capità de la història del Barça
caf_08001_00587441483	Joaquim Amat-Piniella fou empresonat al camp de Mauthausen i escrigué una novel·la sobre l'experiència
caf_05147_00165441583	Portes un look molt dels vuitanta
caf_02452_00642500128	El pare de Nicole Richie és el músic Lionel Richie
caf_03944_00192530169	Vam treballar gairebé cinc anys amb la gent del laboratori de Campi i Jové
caf_09204_02051806274	Andreu Buenafuente és un apassionat de la lasanya
caf_08001_01436671171	La meva família sempre ha estiuejat a Vallromanes
caf_09204_00344722245	Anna Duran té trenta anys
caf_06311_00947465787	A Lesotho tenen un greu problema amb la sida
caf_06008_00102213131	Quan parlem de Vim parlem de l'editor o del producte de neteja
caf_09204_00632532154	Janet Jackson ha sabut mesclar música negra i pop-rock com poques del seu temps
caf_01591_00819412925	Josep Faulí va ser el primer director del diari Avui l'any 1976
caf_08106_00129866140	Em pregunto si encara envegen a Sant Jaume d'Enveja
caf_08001_00770291097	Demà celebraré el meu centè aniversari
caf_06008_00326092043	Un dels països amb millor qualitat de vida del món és el Canadà
caf_06942_00133814266	Després d'escoltar Viva la vida de Coldplay no se la podia treure del cap
caf_03655_00317368935	Lluïsa i Francesca Forrellad eren germanes bessones i totes dues escriptores
caf_08106_00188866072	Sembla que les botigues Naturhouse hi ha no estan tan de moda
caf_08001_00755050488	Si tot va bé cap al 2025 estarem colonitzant Mart
caf_05147_00740483513	L’Uzbekistan pertany a Europa o a Àsia
caf_05147_01512589232	Quines editorials formen part del grup Mondadori
caf_06942_02131867246	Margot Robbie és l'actriu més popular del moment
